,Company,sector,annual_return_log,Std,Skewness,Kurtosis
272,KMI,Energy,-0.35571145698674367,0.593854248419843,-1.4349687092273018,10.595725879598993
273,KLAC,Information Technology,0.42446131718388014,0.6193349134094532,0.1200244361592298,3.9932655508896255
274,KHC,Consumer Staples,0.17566748500136187,0.44284229523145846,0.3982478976075268,10.70211614221508
275,KR,Consumer Staples,0.10405590217368171,0.33157211717343194,-0.2054480576024649,2.5832769238317814
276,LB,Consumer Discretionary,0.7116366256151846,0.9773214751113929,0.4335479764779744,8.832941515399936
277,LHX,Industrials,-0.1734896738989392,0.4287572324744302,-0.569782288953411,6.7521147929819385
278,LH,Health Care,0.13881369367020208,0.5444342407134155,-1.2180534608263576,9.627454933684094
279,LRCX,Information Technology,0.5023251507092575,0.6604505152950259,-0.5145851844093234,5.367166981963933
280,LW,Consumer Staples,-0.1640993564535635,0.6035566947880542,-0.9598558268085411,6.259109663046296
281,LVS,Consumer Discretionary,-0.20005329873516103,0.6092898799957605,-0.463887438901379,3.1700184089644514
282,LEG,Consumer Discretionary,-0.19582088075413043,0.6960721512762853,-0.2173007975227127,2.4559336861659853
283,LDOS,Information Technology,0.017516001509077516,0.45626156663933015,-0.4859297586349827,5.310633165254586
284,LEN,Consumer Discretionary,0.2346076413260761,0.7071697689726018,-0.30605961328527836,4.8694422325222
285,LLY,Health Care,0.21390566183281448,0.43399855173558466,1.1836051549740425,7.474078536890696
286,LNC,Financials,-0.15532593246254367,0.995312623875756,-0.2585761755300992,5.938512941788641
